image_name,comment
106027978.jpg,A woman in a red shirt is under a blanket and sleeping in a vehicle .
106027978.jpg,A lady with brown hair in a pink shirt sleeping in a car .
106027978.jpg,A woman sleeps under a blue and white blanket in a car .
106039369.jpg,One man wearing a white shirt is flipping a pancake by flinging it into the air .
106039369.jpg,"Man is flipping an omelet or pancake in the air , while in his kitchen ."
106039369.jpg,A man in a home kitchen is flipping a pancake extremely high .
106039369.jpg,A guy flipping a pancake high into the air from a skillet .
106039369.jpg,Man flipping pancake in kitchen while looking in awe .
1060605297.jpg,Firefighters converse with a man at the scene of an emergency .
1060605297.jpg,Firefighters wear reflective uniforms and stare upwards .
1060605297.jpg,Several firefighters are responding to an alarm .
1060605297.jpg,Reflections from the firemen 's uniforms .
1060605297.jpg,Firefighters are responding to an event .
1061467336.jpg,"A few firefighters , wearing black , yellow , and pink jackets , standing next to a firetruck ."
1061467336.jpg,Several firefighters stand outside of a building near their firetrucks .
1061467336.jpg,Firefighters at a scene with a firetruck that has it 's lights on .
1061467336.jpg,Firemen stand outside of their firetruck with all its lights on .
1061467336.jpg,Four on-duty firemen talk in front of a firetruck .
1061887159.jpg,A man is kneeling down with a child on a beach where bright blue and red boats are stationed in the background .
1061887159.jpg,"a beach with blue and red boats , with people on shore"
1061887159.jpg,People are doing various activities on the beach .
1061887159.jpg,people at beach looking for things in sand
1061887159.jpg,Many people walking on beach .
106300392.jpg,A man in an orange hard hat and vest looks at an object in his hand while the man next to him stands on a ladder in order to reach the ceiling .
106300392.jpg,"There are two workers , one on a ladder , against a blue wall with a yellow-and-black stripe ."
106300392.jpg,Construction workers in front of blue wall with warning stripe .
106300392.jpg,Men wearing hard hats and safety vests are working .
106300392.jpg,A guy with boots is on a ladder .
106356264.jpg,"A newsstand so packed with magazines , candy and coke-a-cola products that the smiling woman working behind the counter is easy to miss ."
106356264.jpg,A magazine vendor sits behind a very colorful collage of magazines .
106356264.jpg,A newsstand clerk is surrounded by her colorful merchandise .
106356264.jpg,A woman working at a newsstand .
106356264.jpg,A woman in a magazine stand .
10637120.jpg,A large earth moving machine creating a track with a man watching it closely with what looks like surveying equipment .
10637120.jpg,A worker wearing a hard hat watching a large machine dig a trench in the dry dirt .
10637120.jpg,A man in blue overalls and a yellow hard hat is watching a huge machine work .
10637120.jpg,A man in a hard hat is wearing a blue shirt and blue jean overalls .
10637120.jpg,A man in a hard hat looks at some machinery .
106372282.jpg,A man sitting down with this head resting on his fists next to a man with his eyes closed and his together with dough sitting on a table in front of them both .
106372282.jpg,"At the bakery , the fat old baker sleeps while his apprentice rubs the flour out of his eyes , seated beside him ."
106372282.jpg,An all yellow photo of two men sitting in a bakery .
106372282.jpg,A tired looking person makes a lot of bread .
106372282.jpg,Two men relaxing in a bakery
1063866640.jpg,Four men are sitting near a tree talking while another stands looking at a body of water and another is rowing a boat .
1063866640.jpg,Several men are sitting by a river conversing with one another while a boat drifts by them .
1063866640.jpg,Five people sitting in front of a body of water with the sun behind them .
1063866640.jpg,A group of shirtless men are sitting in the shade on a tropical beach .
1063866640.jpg,Five men sitting with a body of water behind them .
106490881.jpg,A young boy in swimming trunks is walking with his arms outstretched on the beach .
106490881.jpg,The boy is playing on the shore of an ocean .
106490881.jpg,A boy in his blue swim shorts at the beach .
106490881.jpg,A boy smiles for the camera at a beach .
106490881.jpg,Children playing on the beach .
106514190.jpg,A skier is overlooking the beautiful white snow covered landscape .
106514190.jpg,A hiker standing high on a bluff overlooking the mountains below .
106514190.jpg,a person on ski 's looks from hill over snow covered landscape
106514190.jpg,A skier is overlooking a snow-covered mountain .
106514190.jpg,A skier pauses on a mountaintop .
1065323785.jpg,Kids riding on their bicycles near a mound of dirt with a hovel from a backhoe in front of the mound .
1065323785.jpg,A boy wearing a red shirt is riding his bike right next to a mound of dirt .
1065323785.jpg,A group of boys are riding their bikes around a big pile of dirt .
1065323785.jpg,Kids are riding bikes near a dirt mound in the street .
1065323785.jpg,The kids are riding bikes in the pile of dirt .
1065831604.jpg,A bunch of people in racing gear and helmets racing bicycles around a corner on wet pavement .
1065831604.jpg,Many men ride their bicycles through some puddles around a curve during a race .
1065831604.jpg,Group of bicyclers rounding a corner with water spraying up from their wheels .
1065831604.jpg,Bikers in a bike race take a sharp left turn .
1065831604.jpg,Several bike riders compete in a competition .
1066252238.jpg,A boy in a pink T-shirt is riding a bike over a sand pile while two others are riding in the street .
1066252238.jpg,Three boys playing and biking with a pile of sand in the middle
1066252238.jpg,3 young boys are riding their bikes around a mound of dirt .
1066252238.jpg,Three kids riding bikes over a dirt mound .
1066252238.jpg,Some young boys ride bikes in the street .
1066831905.jpg,Elderly man with cane bends down to look at some plants and is steadied from behind .
1066831905.jpg,A man and a woman are standing behind an elderly man who is looking at a bush .
1066831905.jpg,A man holds up an older man as the older man bends down to check out plants .
1066831905.jpg,An older man in a white short-sleeve shirt admiring a bush .
1066831905.jpg,Elderly man with a cane bends over near a man and woman .
106691539.jpg,A male surgeon wearing a red cap and teal scrubs performing surgery with two other men wearing teal scrubs .
106691539.jpg,A doctor and nurses in blue scrubs are performing an operation .
106691539.jpg,A surgeon and surgical staff operating on a patient .
106691539.jpg,A surgeon and two assistants perform an operation .
106691539.jpg,Surgical team performing surgery .
1067180831.jpg,A black and white dog is attempting to catch a yellow and purple object in a low cut yard .
1067180831.jpg,A black dog is jumping up to catch a purple and green toy .
1067180831.jpg,A black and white dog jumps after a yellow toy .
1067180831.jpg,a black and white dog jumps to get the Frisbee .
1067180831.jpg,A dog jumps to catch a toy .
1067675215.jpg,A man lies on a mat in a parking lot between a brown SUV and a yellow pickup with an open door .
1067675215.jpg,A shirtless man is laying down in the middle of a busy street .
1067675215.jpg,A man laying down in middle of street during heavy traffic .
1067675215.jpg,A man in blue shorts lays down outside in a parking lot .
1067675215.jpg,A man in blue shorts is laying in the street .
